,title,authors,publisher,published_date,description,ISBN13,categories,google_rating,google_ratings_count,book_cover_url,language
2605,Richard III,['William Shakespeare'],Simon and Schuster,2011-08-23,"In Richard III, Shakespeare invites us on a moral holiday. The play draws us to identify with Richard and his fantasy of total control of self and domination of others. Not yet king at the start of the play, Richard presents himself as an enterprising villain as he successfully plans to dispose of his brother Clarence. Richard achieves similar success in conquering the woman he chooses to marry. He carves a way to the throne through assassination and executions. The authoritative edition of Richard III from The Folger Shakespeare Library, the trusted and widely used Shakespeare series for students and general readers, is now available as an ebook. Features include: · The exact text of the printed book for easy cross-reference · Hundreds of hypertext links for instant navigation · Freshly edited text based on the best early printed version of the play · Full explanatory notes conveniently placed on pages facing the text of the play · Scene-by-scene plot summaries · A key to famous lines and phrases · An introduction to reading Shakespeare’s language · Illustrations from the Folger Shakespeare Library’s vast holdings of rare books · An essay by a leading Shakespeare scholar providing a modern perspective on the play",9780743482844,['Drama'],5,1,http://books.google.com/books/content?id=vn_CLqw0j3sC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2606,Outside the Dog Museum,['Jonathan Carroll'],Macmillan,2005-06-01,"Recently divorced after an inexplicable nervous breakdown, award-winning architect and womanizing opportunist Harry Radcliffe is unexpectedly enlisted by the wealthy Sultan of Saru to design a billion-dollar dog museum, an assignment that introduces him to a magical culture beyond anything he has ever imagined. Reprint. 20,000 first printing.",9780765311856,['Fiction'],4.0,7,http://books.google.com/books/content?id=pxvc3ufQddIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2607,Glass Soup,['Jonathan Carroll'],Macmillan,2006-11-28,"Pregnant with Vincent Ettrich's child, who is destined to restore order to the mercurial worlds of the living and dead, Isabelle Neukor is targeted by the agents of Chaos who would trap her in the land of the dead, where bizarre everyday occurrences are based on mortal nightmares. By the author of White Apples. Reprint. 20,000 first printing.",9780765311801,['Fiction'],4,9,http://books.google.com/books/content?id=yiaQqojdjNgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2608,The Land of Laughs,['Jonathan Carroll'],Orb Books,2001-02-10,"Have you ever loved a magical book above all others? Have you ever wished the magic were real? Welcome to The Land of Laughs. A novel about how terrifying that would be. Schoolteacher Thomas Abbey, unsure son of a film star, doesn't know who he is or what he wants--in life, in love, or in his relationship with the strange and intense Saxony Gardner. What he knows is that in his whole life nothing has touched him so deeply as the novels of Marshall France, a reclusive author of fabulous children's tales who died at forty-four. Now Thomas and Saxony have come to France's hometown, the dreamy Midwestern town of Galen, Missouri, to write France's biography. Warned in advance that France's family may oppose them, they're surprised to find France's daughter warmly welcoming instead. But slowly they begin to see that something fantastic and horrible is happening. The magic of Marshall France has extended far beyond the printed page...leaving them with a terrifying task to undertake.",9780312873110,['Fiction'],3.5,16,http://books.google.com/books/content?id=OUIAmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2609,Sleeping in Flame,['Jonathan Carroll'],Macmillan,2004-10-01,"Falling in love with a beautiful artist who creates cities, Vienna screenwriter Walker Easterling discovers that he has developed the ability to see into the near future and is referred to a shaman who helps him tour his numerous interconnected past lives. By the author of The Land of the Laughs and The Wooden Sea. Reprint. 25,000 first printing.",9780765311863,['Fiction'],4,10,http://books.google.com/books/content?id=-4v6sdwLliAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2610,Baby Proof,['Emily Giffin'],Macmillan,2006-06-13,"Having agreed from the start of their relationship that they did not want children, Claudia and Ben find their previously idyllic marriage tested when Ben realizes that he wants to be a father after all. By the author of Something Borrowed and Something Blue. 300,000 first printing.",9780312348649,['Fiction'],3.5,66,http://books.google.com/books/content?id=dfM9KO0_MvwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2611,Something Blue,['Emily Giffin'],Macmillan,2006-03-21,"Her belief in the power of beauty shattered when her fiance dumps her for a plain woman, a pregnant Darcy flees to London and struggles to rebuild her glamorous life, before realizing that her past methods no longer work.",9780312323868,['Fiction'],3.5,3734,http://books.google.com/books/content?id=vtbEdUWDah0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2612,Something Borrowed,['Emily Giffin'],Macmillan,2004-06,"After a night of indiscriminate partying, Rachel sleeps with a close friend's fianc and is consumed with guilt, until the intensity of her feelings forces her to make a difficult choice. A first novel. 50,000 first printing.",9780312321185,['Fiction'],3.0,2641,http://books.google.com/books/content?id=ekrNJWcrsvgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2613,P.S. Longer Letter Later,"['Paula Danziger', 'Ann M. Martin']",Scholastic Inc.,1998,"Twelve-year-old best friends Elizabeth and Tara*Starr continue their friendship through letter-writing after Tara*Starr's family moves to another state, in a complex and emotionally rich novel about two friends coping with overwhelming change. Reprint. PW. NYT.",9780590213110,['Juvenile Fiction'],4.0,14,http://books.google.com/books/content?id=b46DX3ASh6AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2614,P.S. Your Cat Is Dead,['James Kirkwood'],Macmillan,2003-11-15,"Actor and fledgling writer Jimmy Zoole finds his life caught in downward spiral as his girlfriend leave him, he loses his job, his best friend is dead, and his apartment has been robbed twice, a situation that culiminates on New Year's Eve when Eddie, a bisexual burglar, returns once again. Reprint. 15,000 first printing.",9780312321208,['Fiction'],3.5,5,http://books.google.com/books/content?id=8u19X3rYdp0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2615,The Christmas Shoes,['Donna VanLiere'],Macmillan,2001-11-09,"While shopping for gifts on Christmas Eve, Robert, a successful lawyer whose family life is falling apart, meets Nathan, an eight-year-old boy whose mother is dying.",9780312289515,['Fiction'],4,20,http://books.google.com/books/content?id=ISMSvEsRR-EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2616,Burning The Map,['Laura Caldwell'],Red Dress Ink,2002-11-01,"Twenty-six-year-old Casey Evers, who has her life perfectly mapped out, joins her two best friends on an illuminating trip to Rome and Greece, where she unexpectedly embarks on a journey of self-discovery that causes her to question her life and her long-term relationship with her boyfriend John. Original.",9780373250219,['Fiction'],3.5,6,http://books.google.com/books/content?id=6DBXlqEl2AEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2617,IMovie 4 & IDVD,['David Pogue'],"""O'Reilly Media, Inc.""",2004,"Explains how to use the Macintosh video production programs to capture and edit digital videos, apply effects, create DVD menus, and burn DVDs.",9780596006938,['Computers'],2,2,http://books.google.com/books/content?id=iHWandF67TIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2618,Life is a Dream,"['Pedro Calderón de la Barca', 'Stanley Appelbaum']",Courier Corporation,2002-07,"A king is suspicious of his son's role in an impending revolution. Considered one of the outstanding Spanish dramas of all-time, this 17th-century allegory explores the mysteries of human destiny, the illusory nature of existence, and the struggle between predestination and free will. Includes an excellent new English translation, with an informative introduction and footnotes.",9780486421247,['Drama'],5.0,1,http://books.google.com/books/content?id=i0fc64syC7IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2619,Stylepedia,"['Steven Heller', 'Louise Fili']",Chronicle Books,2006-11-09,"A chunky, distinctive object of brilliant design in and of itself, Stylepedia is the first handy, cross-referenced desk guide to the kaleidoscope that is modern design. In hundreds of illustrated entries, Heller and Fili, the award-winning authors of Euro Deco and numerous other popular design titles, survey the designers, schools, and movements that comprise the practice today as well as take a fascinating glimpse back at some of the seminal early leaders. From the first Santa Claus to appear on a Coca-Cola bottle to the increasingly ubiquitous camouflage tee shirt, iconic everyday items of yesterday and today provide valuable inspiration to designers and design aficionados. As quirky as it is useful and positively packed with lavish color illustrations, this designer's design compendium is the only one of its kind.",9780811833462,['Art'],5,1,http://books.google.com/books/content?id=GjlEeuNIuVMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2620,A Whole Lotta Love,"['Donna Hill', 'Brenda Jackson', 'Monica Jackson', 'Francis Ray']",Signet,2004,"Four curvaceous bombshells find love and romance in a delightful collection that features Donna Hill's Over the Rainbow, in which full-figured restaurateur Jessica Morgan finds the man of her dreams when she poses for a plus-size magazine, as well as other works by Brenda Jackson, Monica Jackson, and Francis Ray. Original.",9780451210906,['Fiction'],4,1,http://books.google.com/books/content?id=39uMGQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2621,God's Generals,['Roberts Liardon'],God's General,2003,"Recapture God's glory with twelve compelling spiritual biographies of some of the most powerful ministers to ever ignite the fires of revival! Revealing photographs help chronicle the lives of Aimee Sempte McPherson Smith Wigglesworth, Kathryn Kuhlman, William Seymour, and eight others. Draw crucial life applications for yourself from the lives of these mighty warriors.",9780883689448,['Biography & Autobiography'],4.5,10,http://books.google.com/books/content?id=jzUDAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2622,Pinky Pye,['Eleanor Estes'],Houghton Mifflin Harcourt,1958,"While spending a bird-watching summer on Fire Island, the Pye family acquires a small black kitten that can use a typewriter.",9780152025656,['Juvenile Fiction'],3.5,6,http://books.google.com/books/content?id=rbQ1wAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2623,The Hundred Dresses,['Eleanor Estes'],Houghton Mifflin Harcourt,2004-09-01,"In winning a medal she is no longer there to receive, a tight-lipped little Polish girl teaches her classmates a lesson. Includes a note from the author's daughter, Helena Estes.",9780152052607,['Juvenile Fiction'],4.0,67,http://books.google.com/books/content?id=herrly9O22EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2624,Theater Shoes,['Noel Streatfeild'],Turtleback Books,1994-11-01,"When their father is captured during the war, three children come to London to live with their grandmother and join all the cousins of their talented theatrical family in a school for stage training.",9780613013376,['Juvenile Fiction'],3.5,5,http://books.google.com/books/content?id=SDntRC5-ZwUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2625,The Caine Mutiny Court-martial,['Herman Wouk'],Doubleday,1954-04-20,A clever lawyer breaks the composure of the paranoic Captain Queeg in the court-martial of a Navy officer.,9780385514415,['Drama'],4.0,1,http://books.google.com/books/content?id=yTRjzQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
2626,Band of Brothers,['Stephen E. Ambrose'],Simon and Schuster,2002-08-27,"Through soldiers' journals and letters, describes Easy Company's contributions to the campaigns in western Europe and recounts their stories of survival.",9780743464116,['History'],4.0,1033,http://books.google.com/books/content?id=jlFL20cX9HIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2627,"Right Stuff, Wrong Sex",['Margaret A. Weitekamp'],JHU Press,2005-12-09,space program and the rise of the women's movement in America.,9780801883941,['History'],4.0,3,http://books.google.com/books/content?id=bT8HU-BpiwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,en
2628,CliffsNotes on Hemingway's The Sun Also Rises,['Gary Carey'],Cliffs Notes,1968,"This is the book that chronicled the lives and times of ""the Lost Generation,"" American expatriates that filled Europe between the world wars. Hemingway's expatriates are there for two different reasons: one is there solely for entertainment, the other, to heal from the horrors of war and create something worth living for. Wounded Jake Barnes narrates a great, difficult love story.",9780822012375,['Literary Criticism'],1.0,1,http://books.google.com/books/content?id=6TBr9lMlh-QC&printsec=frontcover&img=1&zoom=1&source=gbs_api,en
